1	3.5	[6]	在原型程序中解决高风险问题，以确保程序可行。 原型也可用于向公司显示软件可能进行编程。<br><br>
1	5	[5]	使用快速、简单的程序来模拟所需最终产品的某些部分，该程序可执行小型特定工作。这是一种帮助查看问题是什么以及如何在最终项目中解决它的方法。
1	4	[8]	原型程序模拟所需软件产品部分的行为，以便进行错误检查。
1	5	[3]	在规范阶段定义原型可刺激所需软件产品部分的行为。 这意味着，原型的作用是一个临时的解决方案，直到程序本身被完善，以广泛用于解决问题。
1	3	[4]	它用于让用户对已完成的程序有第一个想法，并允许客户端评估程序。这可以产生很多反馈，包括软件规范和项目估计整个项目。
1	2	[24]	在程序最终确定之前查找问题和错误
1	2.5	[9]	解决创建程序中的主要问题。没有办法解释程序中所有可能的 Bug，但可以证明程序是有形的。
1	5	[22]	您可以将整个程序分解为原型程序，以模拟最终程序的一部分
1	3.5	[23]	-提供完成的程序应如何执行的示例或模型。<br>-为一些将遇到的挑战提供了远见卓识。<br>-提供机会对已完成的程序进行更改。
1	5	[2]	仅模拟所需软件产品的一部分行为。
1	5	[29]	刺激所需软件产品部分行为的程序。
1	5	[31]	模拟所需软件产品部分行为的程序。
1	2	[12]	布置基础知识，并给出实际问题解决的起点。
1	4.5	[21]	模拟问题部分的解决
1	2	[13]	原型程序提供了一个基本的基础，从中可以进一步增强和改进问题的解决方案。
1	4.5	[11]	原型程序是软件问题索尔文规范阶段的一部分。 它被用来说明如何在程序中解决关键问题或问题，有时作为扩展的基础程序。
1	5	[17]	模拟所需软件产品部分行为的程序
1	2	[7]	它提供了有限的概念验证，在实际编程整个应用程序之前与客户端进行验证。<br>
1	2	[10]	它测试程序的主要功能，同时留下更精细的细节。<br>
1	2.5	[27]	在开发的早期阶段从用户获得早期反馈。 向用户展示程序将做什么/外观的第一个想法。 确保程序在密集编程开始前满足要求。
1	5	[20]	它模拟所需软件产品部分的行为
1	5	[18]	它模拟所需软件产品部分的行为。
1	1.5	[19]	原型程序用于解决问题，以收集问题数据。
1	2.5	[16]	简化对正在讨论的问题的理解，并简化对程序本身的理解
1	5	[26]	它模拟所需软件产品部分的行为
1	2	[1]	原型程序的作用是帮助发现实际编程过程中可能出现的关键问题。
1	3	[28]	原型程序给出了最终产品将做什么的一般想法，<br><br>没有时间和精力来写出整个程序。
1	3	[15]	以显示程序的某一部分工作，因为它应该
1	2.5	[14]	原型编程是一种编程方法，使一个人能够采取有组织的方法来开发有效的程序，在解决问题时以最小的错误和战略模式。即，书举了一个顾客从银行取款的例子，这种方法在OOA/Design lvl期间采用伪代码级别，然后开始创建解决方案。
2	3.5	[6]	如果测试阶段发现设计中的问题，可以进行优化，并可能进行设计。如果程序当前形式无法工作，这将导致生产时间晚于最初估计，生产可能会受到影响。也会影响编码，因为测试后您可能需要重写代码，程序才能删除错误。
2	4	[5]	实施阶段和维护阶段生效
2	4.5	[8]	验证、编码、优化解决方案和维护都受测试阶段的影响。
