HI-OE-R-178-10006-2	出生体重有显著差异，这取决于母亲是否是吸烟者，是p值小于0.05。	hypothesis	0.4	0		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-178-54820-2	差值在统计上不显著，为 p 值>0.05	hypothesis	0.9	1		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-178-54864-3	从 t.test 的结果中，我注意到 p 值的值略大于 0.05，因此获得的结果在统计上没有显著性（为了在统计上考虑它相关性，它应该较少）	hypothesis	0.9	1		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-178-55047-3	所以你可以看到， 3.9 的差异是非常高的， 这表明吸烟的母亲将有更薄的孩子	hypothesis	0	0		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-178-55231-3	由于p值>0.05，我们不能说吸烟者和非吸烟者的子女之间有统计学上显著的区别。	hypothesis	0.8	1		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-178-55443-2	由于 p 值为 > 0.05，因此没有统计显著差异。	hypothesis	0.9	1		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-179-10026-2	自 p<0.05 起，两个变量之间的差值具有统计显著性	hypothesis	0	0		HI-OE-R-179-GS-2	由于 t 检验返回 p 值 > 0.05，因此我无法将样本中观察到的结果概括为总体，因此男女儿童之间没有统计学上显著的平均体重差异。
HI-OE-R-179-54811-2	p 值为 > 0.05，因此权重之间的差值在统计上不显著	hypothesis	0.8	1		HI-OE-R-179-GS-2	由于 t 检验返回 p 值 > 0.05，因此我无法将样本中观察到的结果概括为总体，因此男女儿童之间没有统计学上显著的平均体重差异。
HI-OE-R-179-55249-3	由于 p 值大于 0.05，因此参数化测试不显著。这意味着男性出生体重与女性出生体重在人口水平上没有统计学上显著差异。	hypothesis	1	1		HI-OE-R-179-GS-2	由于 t 检验返回 p 值 > 0.05，因此我无法将样本中观察到的结果概括为总体，因此男女儿童之间没有统计学上显著的平均体重差异。
HI-OE-R-179-55302-3	p 值>0.05，因此儿童出生时体重平均值的差异并不显著，因此体重不受性别影响。	hypothesis	0.8	1		HI-OE-R-179-GS-2	由于 t 检验返回 p 值 > 0.05，因此我无法将样本中观察到的结果概括为总体，因此男女儿童之间没有统计学上显著的平均体重差异。
HI-OE-R-180-54875-1	p 值为 > 0.05，因此变量之间的差值并不显著	hypothesis	0.4	0		HI-OE-R-180-GS-2	由于 t 检验返回 p 值 < 0.05，我可以将样本中观察到的结果概括为总体，因此父子之间的身高平均具有统计学上显著差异。
