100	决定分拣策略的四个主要因素：分区、订单分割、订单分批、分类。	分配。	0.0
95	配送的种类按配送专业化程度分类，分为综合配送、专业配送。	（1）综合配送（2）专业配送。	1.0
17	运输合同的分类以运输对象为标准，分为客运合同和货运合同。	运输合同的分类以运输对象为标准，分为客运合同和货运合同。	1.0
79	配送中心绩效评价指标——人员负担和时间耗用	空间耗用。	0.0
78	数据编辑：主要是指属性编辑和图形编辑。	主要是指属性编辑。	0.5
4	选择装卸搬运设备的原则有：利用重力的原则；经济合理的原则；适应性原则；顺畅性原则	利用重力的原则；经济合理的原则；适应性原则；顺畅性原则。	1.0
64	GPS系统特点：高精度、全天候、高效率、多功能、操作简便、应用广泛等。	特点：高精度等。	0.2
84	信息技术的融入为现代物流所带来的新特点：信息化，网络化，自动化，智能化，柔性化，标准化。	信息技术的融入为现代物流所带来的新特点包括柔性化，标准化。	0.4
82	建立明确的切实可行的KPI体系，是做好绩效管理的关键。	建立明确的切实可行的KPI体系，是做好绩效管理的关键。	1.0
36	配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。	配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。	1.0
48	按货架的发展分类：传统式货架、新型货架。	按货架的发展分类，有新型货架。	0.5
29	影响仓库平面布置的因素：仓库的专业化程度、仓库的规模和功能。	（1）仓库的专业化程度（2）仓库的功能。	0.7
44	管道运输的优缺点：优点——运费低、可靠性高和持续性长。缺点——产品单一、要大量运输。	管道运输优点是持续性短。	0.0
69	按货架的封闭程度分类：敞开式货架、半封闭式货架、封闭式货架	（1）敞开式货架（2）半封闭式货架（3）封闭式货架。	1.0
97	订单处理的主要内容：订单内容确认；订单接收；订单资料输出；存货查询及依订单分配存货	订单处理的主要内容：订单内容确认；订单接收；订单资料输出。	0.8
26	配送模式：自营配送模式；共同配送模式；第三方配送。	自营配送模式；共同配送模式	0.6
54	运输调度的一般原则：实现运输生产过程的连续性、协调性、均衡性。	运输调度的一般原则：实现运输生产过程的平衡性。	0.0
34	反映仓储作业质量的指标：货损货差率；设备完好率；保管损耗率；账务差异率；收发货差错率。	反映仓储作业质量的指标：账务差异率；收发货差错率。	0.4
2	盘点内容包括：数量盘点、重量盘点、账实核对、账卡核对、账账核对。	包括数量盘点、账卡核对等。	0.4
44	管道运输的优缺点：优点——运费低、可靠性高和持续性长。缺点——产品单一、要大量运输。	优点——运费低，。缺点——产品单一	0.7
61	配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；	配送作业流程包括进货。	0.2
33	补货时机一般有以下三种方式：批次补货、定时补货、随机补货	随机补货。	0.3
69	按货架的封闭程度分类：敞开式货架、半封闭式货架、封闭式货架	完整式货架。	0.0
84	信息技术的融入为现代物流所带来的新特点：信息化，网络化，自动化，智能化，柔性化，标准化。	信息技术的融入为现代物流所带来的新特点有自动化，智能化，柔性化，标准化。	0.6
12	配送系统的特征：配送是一个小型的综合物流系统；配送系统的服务应以用户为中心，是面向终端用户的服务；配送强调时效性和准时性；配送系统输出特点：客户多，批量小；配送系统的服务对象不确定性。	配送系统的特征有配送系统的服务应以用户为中心和是面向终端用户的服务。配送系统输出特点包括客户多，批量小和配送系统的服务对象不确定性。	0.6
61	配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；	退货。	0.0
58	条码的类别：商品条码、物流条码、二维条码。	三维条码。	0.0
63	运输市场可以在以下几个方面发挥作用：提供运输供求信息；协调经济比例；刺激社会生产力发展。	创造资本。	0.0
39	配送中心的选址原则：战略性原则；适应性原则；因地制宜原则；协调性原则；经济性原则。	原则有战略性、因地制宜、协调性和经济性原则。	0.8
9	仓储货品的验收问题的主要内容有三项：一是验收项目，二是验收方法，三是验收期限。	仓储货品的验收问题的主要内容验收项目、验收方法和验收期限。	1.0
66	运输方式选择的原则：安全性原则；及时性原则；准确性原则。	及时性原则；准确性原则。	0.7
19	相关程度决定于两个因素：一是两个区域之间传递的物流量的大小，物流量越大，关系密切程度就越高，否则就低；二是两个区域之间业务交流的频繁程度，如人员接触、文件传递等。前者称物流相关，后者称活动相关或非物流相关。	一是物流量越大，关系密切程度就越高，否则就低；二是两个区域之间业务交流的频繁程度	0.8
27	普通物品堆码方式：主要有散堆方式、货架方式、成组堆码方式、垛堆方式四种。	主要有散堆方式、货架方式	0.5
23	盘点的原则：真实、准确、完整、清楚。	盘点的原则：真实、准确、完整、清楚。	1.0
73	运输系统的构成要素包括运输线路、运输节点 、运输工具及运输的参与者。	构成要素包括运输线路。	0.3
20	配送中心规划的原则：动态原则；低运费原则；服务和竞争原则；交通便利原则；统筹原则。	配送中心规划的原则包括动态原则、交通便利原则和统筹原则。	0.6
38	配货检查的方法有：人工检查法、条码检查法、声音输入检查法、重量计算检查法。	方法有声音输入检查法、重量计算检查法等。	0.5
96	物流信息系统的组成：硬件，软件，数据库与数据仓库，人员。	硬件，软件，人员。	0.7
44	管道运输的优缺点：优点——运费低、可靠性高和持续性长。缺点——产品单一、要大量运输。	优点——运费低、可靠性高和持续性长。缺点——产品单一、要大量运输。	1.0
20	配送中心规划的原则：动态原则；低运费原则；服务和竞争原则；交通便利原则；统筹原则。	原则有动态原则、统筹原则等。	0.4
42	空间布局的主要形式有：物品堆垛；利用货架；采用架上平台。	采用架上平台。	0.4
63	运输市场可以在以下几个方面发挥作用：提供运输供求信息；协调经济比例；刺激社会生产力发展。	运输市场可以在以下几个方面发挥作用：协调经济比例；刺激社会生产力发展。	0.7
