HI-OE-R-EX-7-56285-2	使用 t 测试获得的 p 值小于 0.05。因此，该测试具有统计学意义，因此可以说，该药物的施用对血压有影响。	hypothesis	1	1		HI-OE-R-EX-7-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异具有统计学意义，它向总体通用，因此药物具有效果。
HI-OE-R-180-57232-2	该测试为我们提供了 0.3232（>0.05）的 p 值，因此，尽管这些分布的平均值（平均值 -3.416667 之间的差值）之间有差异，但并不是具有粗壮的表示。	hypothesis	0	0		HI-OE-R-180-GS-2	由于 t 检验返回 p 值 < 0.05，我可以将样本中观察到的结果概括为总体，因此父子之间的身高平均具有统计学上显著差异。
HI-OE-R-EX-6-57419-1	两组之间的差值在统计学上并不显著，化妆水与安慰剂相同的结果，则效果并不有效。	hypothesis	0.7	1		HI-OE-R-EX-6-GS-2	由于 t 检验给了我 大于 0.05 的 p 值 ，因此无法将样本中看到的值对总体进行概括，因此我没有统计学上显著的差异，因此 化妆水 似乎没有任何效果。
HI-OE-R-180-55324-3	p 值的结果小于 0.05，因此可以说，从假设检验中获得的结果对整个总体是通用的;因此，孩子的高度比父亲高。	hypothesis	1	1		HI-OE-R-180-GS-2	由于 t 检验返回 p 值 < 0.05，我可以将样本中观察到的结果概括为总体，因此父子之间的身高平均具有统计学上显著差异。
HI-OE-R-EX-6-63427-1	奇迹化妆水没有统计学上显著的影响	hypothesis	0.6	1		HI-OE-R-EX-6-GS-2	由于 t 检验给了我 大于 0.05 的 p 值 ，因此无法将样本中看到的值对总体进行概括，因此我没有统计学上显著的差异，因此 化妆水 似乎没有任何效果。
HI-OE-R-EX-3-53590-1	在计算平均值后，夏皮罗测试表明它是一个正态分布，因此我们继续进行参数化测试，即 ANOVA。	normality	0.8	1		HI-OE-R-EX-3-GS-1	由于夏皮罗威尔克测试返回的所有 p 值> 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-178-55231-3	由于p值>0.05，我们不能说吸烟者和非吸烟者的子女之间有统计学上显著的区别。	hypothesis	0.8	1		HI-OE-R-178-GS-2	由于 t-test 返回 p 值 > 0.05，因此我无法对样本中观察到的结果进行概括，因此吸烟母亲的子女之间没有统计学上显著的平均体重差异。
HI-OE-R-EX-3-62827-1	我们可以说，平均值在统计学上不同	hypothesis	0.6	1		HI-OE-R-EX-3-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异是可概括的，这种差异在统计学上是显著的，因此，三元对煮羊的烹饪方式不同。
HI-OE-R-EX-7-54508-1	从夏皮罗测试结果中我们发现，两个分布都遵循正态曲线，因此我们可以应用参数化测试	normality	0.9	1		HI-OE-R-EX-7-GS-1	由于夏皮罗威尔克测试返回的所有 p 值> 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-181-55277-1	在这种情况下，我们面临正态分布，因为夏皮罗测试显示一个 p 值>0.05	normality	1	1		HI-OE-R-181-GS-1	由于夏皮罗威尔克测试返回的 p 值为 > 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-EX-7-53939-1	由于 p 值小于 0.05，因此药物的使用与压力的降低之间有关联	hypothesis	0.9	1		HI-OE-R-EX-7-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异具有统计学意义，它向总体通用，因此药物具有效果。
HI-OE-R-187-55406-1	p 值为 <0.05， 因此两种类型的手术之间没有重大的统计差异	hypothesis	0.2	0		HI-OE-R-187-GS-2	由于 p 值为 < 0.05，因此我可以将样本中观察到的结果概括为总体，因此，在 C、B 和 C 之间，在停留时间上存在统计显著差异。
HI-OE-R-182-57188-3	t 检验显示的 p 值小于 0.05，因此测试具有统计显著性，我可以将它概括为总体。作为小于0.05的p值，我可以拒绝高度相等的零假设，并接受男性儿子的高度大于女女儿的高度的替代假设。	hypothesis	0.9	1		HI-OE-R-182-GS-2	由于 p 值为 < 0.05，我可以将样本中观察到的结果概括为总体值，因此男性和女性身高存在平均统计显著差异。
HI-OE-R-EX-3-63062-2	P <0.05 似乎能够概括， 但我们必须检查比率在 2 比 2....图基赫斯德	hypothesis	0.4	0		HI-OE-R-EX-3-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异是可概括的，这种差异在统计学上是显著的，因此，三元对煮羊的烹饪方式不同。
HI-OE-R-185-54833-1	夏皮罗测试显示，两种干预的执行时间分布正常，因为 p 值大于 0.05。	normality	1	1		HI-OE-R-185-GS-1	由于夏皮罗威尔克测试返回的 p 值为 > 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-EX-7-53224-2	对成对数据进行参数化测试得出的 p 值小于 0.05，因此我假设在样本中发现的差值是通用的。	hypothesis	0.8	1		HI-OE-R-EX-7-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异具有统计学意义，它向总体通用，因此药物具有效果。
HI-OE-R-EX-4-63066-1	p 值 >0.05 接受 h0	hypothesis	0.6	1		HI-OE-R-EX-4-GS-1	由于 Kruskal Wallis 测试给了我 大于 0.05 的 p 值 ，因此我不能将样本中所看到的值概括为总体值，因此我没有统计学上显著差异，因此并非所有男性都喜欢金发。
HI-OE-R-EX-7-53578-1	t.test 确认了血压值在之前和之后的差异	hypothesis	0.6	1		HI-OE-R-EX-7-GS-2	查看 p 值 < 0.05，我可以得出结论，在样本中观察到的差异具有统计学意义，它向总体通用，因此药物具有效果。
HI-OE-R-180-57200-1	p 值大于 0.05，因此我们接受高度均匀分布的假设。	normality	1	1		HI-OE-R-180-GS-1	由于夏皮罗威尔克测试返回的 p 值为 > 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-183-55225-1	运动前压力的分布被认为是正常的，因为由于使用夏皮罗-威尔克测试，产生的P值大于0.05。	normality	0.8	1		HI-OE-R-183-GS-1	由于夏皮罗威尔克测试返回的 p 值为 > 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
HI-OE-R-182-55448-1	从夏皮罗测试中获得的 p 值大于 0.05。因此，我们接受没有假设，即儿童身高的分布是正常的。因此，它是一个参数变量。	normality	1	1		HI-OE-R-182-GS-1	由于夏皮罗威尔克测试返回的 p 值为 > 0.05，因此我可以假设数据是从正态分布中提取的，然后使用参数测试。
